text,user_id,username,likes,comment_id,post_id,reply_id,parent_id,is_reply,party,source_file,sentimiento,confianza
Alguien que si sale presidente lo sacarán al instante como a los otros,6808257965310526469,marymilma,367,7628022897131258644,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.6598572134971619
los del sur quieren que arda el peru,6652410009010847749,levyfrankojedamen,223,7628023607951934229,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.6623269319534302
Esto es fraude y no se dan cuenta que el socialismo manipula todo esto,7394080071278380038,lalavidasaludable,112,7628023810293613319,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.9573984146118164
Un zurdo como castillo,260707406249295872,12viajealmasalla,36,7628023865096225554,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.45387154817581177
"un candidato de izquierda radical.
a tener cuidado con ese candidato en el debate dijo dijo que sacará a Julio Velarde",7138138020364469253,rosarodriguez8160,34,7628025964010930952,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.7404889464378357
Los de la sierra como siempre fregando las elecciones,6905113310695310337,taylors_version45,23,7628026959625601810,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.9462089538574219
Zurdo es ese sanchez,7482061134179189761,anita_5102,18,7628025699366241044,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,positive,0.5008895397186279
OTRO CASTILLO... NOOO VOLVERA A PASARR PORFAVOR SOLO QUEDA KEIKO O PORKY... SANCHEZ NOOO... PASARÁ LO MISMO Q CON ÉL LAPIZ..,7022451224033182725,bendezu.gg,12,7628025819491549960,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.6502454280853271
eso pasa por votar por Keiko pues y ahora quién va a ir a segunda vuelta otra vez se repite la historia no aprenden,6825007297946190853,tapiatmari,9,7628025281777861393,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.9511951208114624
"alguien que como obra de magia esta en casi todas las regiones en casi los primeros puestos pero ohhhh no sale entre los primeros 4 puestos, sin embargo keiko esta en el primer puesto a boca de urna, que cómodo, como duele mi Perú con tanto fraude por parte de este congreso y por su lidereza",6911519783537001477,mylagros25,4,7628027287875846932,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.8560698628425598
quien mrd es keiko,6923748271655994373,carlosbh02,3,7628026867697877768,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.9676098227500916
Comunista como castillo,6851385034860151814,f20252025,1,7628026779244118805,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.6476121544837952
Tu canchero,6921814407271236614,shentylop,2,7628023553083228948,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.7006033062934875
😂😂😂 yo tampoco lo conozco.,7050169942340224006,elias.vasquez02,1,7628027442654020373,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.7908327579498291
es de la izquierda,7193257856346424325,soledad.mendoza51,1,7628025607960806145,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.488355427980423
Para que esté segundo lo conocen varios en provincia sobre todo,7109297113901401094,edithgiovana27,1,7628025409200374546,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.6498895287513733
el que está de segundo,7603187692889703441,julioesquen461,0,7628825776431006471,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.632481575012207
Un rojo convenido,6816040337845814278,jocebeth6,0,7628453703911736084,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.4648289382457733
Es hermano de Mónica sanchez,7107139947984077830,enriquezavala925,0,7628371636374946582,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.4799504280090332
Un peligro para el país congresista actual de la izquierda extrema,6809475695148909574,pattyzego,0,7628368954960970504,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.8383463025093079
El futuro presidente del Perú.,7025061906734728197,mundotv3,0,7628367012712956679,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.6173851490020752
no te informas?🤔,7064646176284787718,marycruzhuayanay28,0,7628353720866390804,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.808258593082428
Tu futuro presidente,7367004721808294918,yaneli.garcia10,0,7628348852907066120,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,positive,0.4739566445350647
el proximo presidente,6946967642880918533,ahrc7742,0,7628338182714819349,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.5203521847724915
eso también pregunto,7586125592904320020,jeinerchavez561,0,7628336733995041556,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.5983816385269165
t😁😁😁,7590070041719227408,catalinochininin,0,7628309488039281429,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.5404733419418335
el que va gobernar este país 🤗,7203152528711910406,rolandobroncanofabian,0,7628282407493567252,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.4472043812274933
pero si lo conocemos a la tía k 😂😂😂,7014990644004144134,wiltualegria,0,7628279900192949010,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.5852128863334656
Es un castillo más,7527801626321732626,denis1992zambrano,0,7628246104802853653,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,positive,0.6297591328620911
😡😡😡😡 se repite la historia de CASTILLO,6922549024143311877,soldeluna59,0,7628239611415954196,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.5318706035614014
Un sombrero más 🤮🤮🤮😤😤😤,6790909796515595269,sindyapazachacon,0,7628224792537416469,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.5469910502433777
"AQUI LO TENGO, AGARRADO DEL CUELLO",7415725475900212230,streamlabel,0,7628094260915618578,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.7179840207099915
es un 🔴,6978201859538469893,aromas_aldieg,0,7628080255916114708,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,positive,0.7394675612449646
"el sombrero de JP. Quiere bajarse la constitución, el BCR ETC",6877312971204281350,chicoca1980,0,7628077616961323777,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.6991466283798218
El perro de Castillo y Cerrón .,316310446343344128,joandroides,0,7628076027461976839,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.659074068069458
es otro castillo,6853521577322693637,gianpierre_m,0,7628073918137369365,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,positive,0.7764739394187927
presi,7273144737393345542,yhoshim1234,0,7628072090995016466,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.510335385799408
Un izquierdista radical,7319567248073966598,akemyperedo,0,7628068747610014480,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,positive,0.3983652889728546
es un ROJO,7073698425594627078,rosyl955,0,7628068056522900244,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,positive,0.7559014558792114
es un izquierdista de ### que prometió sacar al señor castillo como también saquear el banco de reserva,7038004694686909446,mely_23.2,0,7628067646496621313,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.945709228515625
Mi papá 💔😭,7217866506041558021,mgustamiextabienlaextra1,0,7628067555547284244,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,positive,0.4671519696712494
Un peruano pues carajo no lees,6843028816626156549,89mas22,0,7628065674009379601,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,negative,0.7851174473762512
quien coño será ese,6950715487399937029,gronepaita91,0,7628064936765244181,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.49026793241500854
tu salvador,6922079955674661894,jugador081015,0,7628064504370397972,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.47668275237083435
"Apurimeño es y una parte no se de donde, 😅",7501694552551195655,user9753084472652,0,7628064234257367829,7628016166480481556,7628021598301324048,7.628021598301324e+18,True,neutral,conteo_rapido.ndjson,neutral,0.7762656807899475
Por?,251594541894717440,el_iz_a2,0,7628017345394901776,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,neutral,0.5407074689865112
Xq ese Sánchez no es conocido ni aceptado y se repetirá el zurdo con el antifujimorismo. El fraude de hoy liderado por CORVETTO,6779632145750836230,sqp3011,120,7628018389625848597,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,negative,0.8575899004936218
Sánchez es de izquierda,6767328607833752581,abejita_2023,20,7628021439933891336,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,neutral,0.4899643361568451
jp es otro castillo no jodan no aprenden crj,7100039587687465990,jhoanasto,1,7628033293405143828,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,negative,0.970167875289917
"Porque es un improvisado, solo busca cambiar de constitución, tiene un equipo cero profesional, no tiene buenas ideas economicas, una pena si este tipo sale como posible ganador, porque ahi si la economia y el progreso se frenara.",6967853565609280518,orestes090,17,7628019772097037074,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,negative,0.69256192445755
REALL,6956226710468494342,moonlianr,1,7628020668576203528,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,neutral,0.4462045133113861
CONFIRMOOOOOOOOO,6877754604902564870,m1sh3l0na_k,0,7628026862619673364,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,negative,0.3822895288467407
LITTT,6839295972138845190,anahi_jjp,0,7628025728240501505,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,neutral,0.36445698142051697
ptade eso 5 quien es el mas salvable,7500023719160120338,favri83,0,7628020374743548680,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,neutral,0.5290826559066772
Nietoo 😭😭,6956226710468494342,moonlianr,0,7628020711672562450,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,positive,0.5337498784065247
XDDDDDDDDD,7554163724312970256,xxjuanito775pro,0,7628022249056355093,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,negative,0.46557414531707764
LOLLLL XDD,6956226710468494342,moonlianr,0,7628025451781849864,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,negative,0.5138963460922241
jajajja los rojos se están revolcando,7253308394147464197,adrian_a2m,0,7628023130250461969,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,negative,0.9585245251655579
literal,6808257965310526469,marymilma,0,7628022660131570452,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,neutral,0.5583766102790833
Otra vez un Castillo y una que empezó con la crisis política en el Perú.,7028681936205775878,rodrigo_24_3,4,7628018568496005909,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,neutral,0.4853457808494568
🥺🥺,7571177261651805240,charito.milian.mi2,0,7628035112991933191,7628016166480481556,7628017016616911624,7.628017016616912e+18,True,neutral,conteo_rapido.ndjson,neutral,0.597958505153656
No aprenden!!!!!! La misma tontería que Castillo!!!!,6633888063524290566,eigref_egch,134,7628025446592758529,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9354948997497559
y Keiko CSM tienes razón la gente no aprende csm,7296609834508977157,adimael.ascencio.o,77,7628025925724357396,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9150633215904236
ya fuimos la delincuente de la keiko nos va a vender,7150480405132198917,johnpachaguerrero,30,7628026220496913172,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9550871849060059
Estrategia! Si el candidato del JP ni siquiera lideraba en las encuestas,6817140474194183174,terschy,8,7628026633882518293,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.6597817540168762
todo raro nose vale,6917656618067313670,danacataleya11,0,7628028837540627207,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.5851113200187683
Es otro castillo Ptmr,6951835740775613445,crissale_16,6,7628031809444430610,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,positive,0.5387833714485168
Un castillista de izquierda,7453794923483431941,lister4577,2,7628041484412404501,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.5238661170005798
próximo presidente sanchez,7508569895052067858,julioyngaynga,1,7628060421765317397,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,neutral,0.5093307495117188
deberías cuestiónar a los fujis y cerdos,6895898111165531138,frans_hawk,1,7628043346942788370,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9330697655677795
Keiko? csmr la gente no entiende crjo,7143270444803277829,jhoncitovm,1,7628037823561024274,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9729533195495605
"ya Keiko que mierda es que ha hecho para Perú teniendo Miles de congresitas aaa,",6820187916150883334,florrocsana,1,7628037095550026516,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9720178246498108
Y Keiko? La gente no aprende,7520862726866306104,kari03850,1,7628036701047210768,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9580072164535522
quien m es keiko,6923748271655994373,carlosbh02,1,7628026856286421767,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.7825690507888794
es el q esta a favor de la mineria ilegal,6837871509726397446,lizziju,0,7628258744723817234,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.7110002040863037
pero es Keiko,7077712936668496902,abdiasrojasclemen,0,7628219194157368085,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.40242791175842285
amigo reacciona recapacita mil veces Sanchez qu3 que Keiko ya sabemos como es y todo lo que esta haciendo y lleba candidatos puro antecendent3s,6865071841750582278,deimercubasjara,0,7628210839095902993,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.7732987999916077
un verdadero político,6960474123810784262,john_w.95,0,7628084853032370962,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,positive,0.773838222026825
La sangre derramada jamás será olvidada por esos racist4s homofobicos d mrd4,6891429193760293894,fati132000,0,7628070997991686932,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9763767123222351
"no lo se, yo tambien me lo pregunto🤔🤔",7061400051838551045,abrahamzupotito2,0,7628067557072896786,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,neutral,0.8297293782234192
eso ps gente para burra 😠,6992626580934427653,madine_8,0,7628065816160322325,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9691646099090576
La gente de provincia,6788691368442102789,rosarous25,0,7628062270048043784,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.4469631016254425
sii no entienden ...ya nos pasó castillo y siguen !!,6868152068928291845,fla2699,0,7628061402859684628,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.8621338605880737
"eso ps,la gente no entiende 😳",7521506634574087174,gliaana,0,7628057064665285384,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9408720135688782
,7615293739938153479,incaico529,0,7628056792634786567,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,positive,0.44054585695266724
Es una vergüenza,7027637166847099909,milagroshilarychic,0,7628053430405284616,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9512861967086792
[Sticker] ,7252359907864757253,gnsssouth,0,7628048000241599240,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,neutral,0.6364831328392029
la verdad gente de mrd que no aprende este solo nos quiere llevar a la miseria y te aseguro q el jefe de la onpe esta metido ya que ese es zurdo si esque la gente no lo sabía y q raro que cerraran mesas en lima de verdad mil veces q vaya otro y q no vaya ese personaje,6907479373437158405,elkiicg,0,7628043176318206728,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9796740412712097
así es la gente jamás entenderá... izquierda nunca más,7199033989704467461,user3489163253130,0,7628040793400460039,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.5661172866821289
Estos canales de la mafia,6862947776671958021,josephcguillen,0,7628039290827899655,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9427582025527954
otra vez Keiko nooooo q brutos,7098910236203992069,emipf336,0,7628036549461279496,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9637197256088257
para que veas. weboncito lima nos llega altamente polarización y guerra civil inminente,7483644463547532343,poder_popular1917,0,7628038009228903186,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.8875808119773865
"es que no es que la gente no aprende, lo que pasa es que todo es fraude, están repitiendo la misma historia que hicieron con castillo 😡",6814577093613356038,kass29car,0,7628036348839002888,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9695612192153931
Peruanosss,7142828039980942342,juliansolo863,0,7628036119889232661,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,positive,0.5172179937362671
si no entienden xeso keyko una ves mas,7246176171393631234,edu_954,0,7628034885797905170,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.6801459789276123
"No aprenden, quieren llevarnos al comunismo. Desean que todo el pueblo muera de hambre.",6812493278287299589,lucecita.77,0,7628035019696915218,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.9495196342468262
si el pasa a segunda vuelta ya tenemos presidente,7007940735015633925,90mcy,0,7628034649688621844,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,neutral,0.5169821977615356
castillo libertar antauro ministro.,6985396520741045253,carlosabado110,0,7628034556427469576,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,neutral,0.5437443256378174
tiene un culo de investigaciones,7447956450457371654,benjamin.gallegos28,6,7628025706055729927,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,positive,0.5034445524215698
es fácil deducir ahí hay fraude siempre quieren que pase la china y un zurdo así tiene una probabilidad alta de ser presidente la china no Porky tienes que ganar esta vez,6800459157365277701,noteblack123,3,7628028482249655047,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.5346711874008179
Kuzinski era de derecha y igual yodio la china... Ella quiere que hagan sus lobbys y repartijas,7166368414147183622,luispalomino097,0,7628029879493427989,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,neutral,0.680409848690033
El sombrero mágico xd tmr,6809434017130595333,josepdavilav,2,7628026771016221460,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,neutral,0.5007871985435486
ni pa quejarse la situación del país porque no hay justificación con ver esta encuesta,7351757331586237445,c..a..b..0,1,7628029654393897735,7628016166480481556,7628024438928671489,7.628024438928672e+18,True,neutral,conteo_rapido.ndjson,negative,0.8154214024543762
Toda la sierra voto por el 🥲,6973433417501754374,skepsis_25,75,7628022876563243783,7628016166480481556,7628020243126158087,7.628020243126158e+18,True,neutral,conteo_rapido.ndjson,positive,0.50995934009552
Ahí es el fraude la ONPE a las 10 pm lo va inflar ya veras,7105322060881200134,doris25w5,69,7628020905847702293,7628016166480481556,7628020243126158087,7.628020243126158e+18,True,neutral,conteo_rapido.ndjson,negative,0.8072287440299988
"La mayor parte de la Sierra votó por el , como es un castillo 2.0",6800412702947673093,www.gl05,7,7628023649837548306,7628016166480481556,7628020243126158087,7.628020243126158e+18,True,neutral,conteo_rapido.ndjson,neutral,0.6388413906097412
Toda la sierra votó por el😭.,220781527826399232,arq.fab,4,7628024366907556629,7628016166480481556,7628020243126158087,7.628020243126158e+18,True,neutral,conteo_rapido.ndjson,neutral,0.49264660477638245
dios tanto bru.... se tenía conocimiento que el sur pondría un candidato lo que real mente me sorprende que hay gente que voto por ese partido mafioso en fin solo pasa en mi querido Perú,7142547171040543749,carlosalbertolina21,4,7628026106075251463,7628016166480481556,7628020243126158087,7.628020243126158e+18,True,neutral,conteo_rapido.ndjson,negative,0.8681418299674988
bamos jp toda la madre de Dios contigo,7007896058069402630,leonardo21_ss,3,7628025227070636820,7628016166480481556,7628020243126158087,7.628020243126158e+18,True,neutral,conteo_rapido.ndjson,negative,0.7884692549705505
"En el interior y en especial el sur voto x el, recogió los votos de Castillo y Antauro hizo recorrió e hizo bastantes mítines x ek sur a lleno total sino q la TV no lo padaba6y nuevamente seguimos con lo mismo",7323676938781017094,eddycarrascalaren,3,7628024481819493137,7628016166480481556,7628020243126158087,7.628020243126158e+18,True,neutral,conteo_rapido.ndjson,neutral,0.6676812767982483
igual no enterada de Sanchez. se repite lo mismo xq.,6810967262876042245,angie242220,1,7628021774059422481,7628016166480481556,7628020243126158087,7.628020243126158e+18,True,neutral,conteo_rapido.ndjson,negative,0.6964522004127502
"salieron los resultados y en costa:4%, sierra: 22.8 y selva 22,7
es por eso q esta segundo",223052729525673984,aimmelon07,1,7628021741788676882,7628016166480481556,7628020243126158087,7.628020243126158e+18,True,neutral,conteo_rapido.ndjson,neutral,0.7023824453353882
"Es candidato de los sureños, al igual que Belmont ellos están fuertes en el Verdadero Perú qué es, el Sur.",7157822473613624325,cristhiantorres1910,0,7628126311220069127,7628016166480481556,7628020243126158087,7.628020243126158e+18,True,neutral,conteo_rapido.ndjson,positive,0.5331898331642151
