text,user_id,username,likes,comment_id,post_id,reply_id,parent_id,is_reply,party,source_file
eso también pregunto,7586125592904320020,jeinerchavez561,0,7628336733995041556,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
t😁😁😁,7590070041719227408,catalinochininin,0,7628309488039281429,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
el que va gobernar este país 🤗,7203152528711910406,rolandobroncanofabian,0,7628282407493567252,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
pero si lo conocemos a la tía k 😂😂😂,7014990644004144134,wiltualegria,0,7628279900192949010,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Es un castillo más,7527801626321732626,denis1992zambrano,0,7628246104802853653,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
😡😡😡😡 se repite la historia de CASTILLO,6922549024143311877,soldeluna59,0,7628239611415954196,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Un sombrero más 🤮🤮🤮😤😤😤,6790909796515595269,sindyapazachacon,0,7628224792537416469,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
"AQUI LO TENGO, AGARRADO DEL CUELLO",7415725475900212230,streamlabel,0,7628094260915618578,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
es un 🔴,6978201859538469893,aromas_aldieg,0,7628080255916114708,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
"el sombrero de JP. Quiere bajarse la constitución, el BCR ETC",6877312971204281350,chicoca1980,0,7628077616961323777,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
El perro de Castillo y Cerrón .,316310446343344128,joandroides,0,7628076027461976839,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
es otro castillo,6853521577322693637,gianpierre_m,0,7628073918137369365,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
presi,7273144737393345542,yhoshim1234,0,7628072090995016466,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Un izquierdista radical,7319567248073966598,akemyperedo,0,7628068747610014480,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
es un ROJO,7073698425594627078,rosyl955,0,7628068056522900244,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
es un izquierdista de ### que prometió sacar al señor castillo como también saquear el banco de reserva,7038004694686909446,mely_23.2,0,7628067646496621313,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Mi papá 💔😭,7217866506041558021,mgustamiextabienlaextra1,0,7628067555547284244,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Un peruano pues carajo no lees,6843028816626156549,89mas22,0,7628065674009379601,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
quien coño será ese,6950715487399937029,gronepaita91,0,7628064936765244181,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
tu salvador,6922079955674661894,jugador081015,0,7628064504370397972,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
"Apurimeño es y una parte no se de donde, 😅",7501694552551195655,user9753084472652,0,7628064234257367829,7628016166480481556,7628021598301324048,7628021598301324048,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Por?,251594541894717440,el_iz_a2,0,7628017345394901776,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Xq ese Sánchez no es conocido ni aceptado y se repetirá el zurdo con el antifujimorismo. El fraude de hoy liderado por CORVETTO,6779632145750836230,sqp3011,120,7628018389625848597,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Sánchez es de izquierda,6767328607833752581,abejita_2023,20,7628021439933891336,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
jp es otro castillo no jodan no aprenden crj,7100039587687465990,jhoanasto,1,7628033293405143828,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
"Porque es un improvisado, solo busca cambiar de constitución, tiene un equipo cero profesional, no tiene buenas ideas economicas, una pena si este tipo sale como posible ganador, porque ahi si la economia y el progreso se frenara.",6967853565609280518,orestes090,17,7628019772097037074,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
REALL,6956226710468494342,moonlianr,1,7628020668576203528,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
CONFIRMOOOOOOOOO,6877754604902564870,m1sh3l0na_k,0,7628026862619673364,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
LITTT,6839295972138845190,anahi_jjp,0,7628025728240501505,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
ptade eso 5 quien es el mas salvable,7500023719160120338,favri83,0,7628020374743548680,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Nietoo 😭😭,6956226710468494342,moonlianr,0,7628020711672562450,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
XDDDDDDDDD,7554163724312970256,xxjuanito775pro,0,7628022249056355093,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
LOLLLL XDD,6956226710468494342,moonlianr,0,7628025451781849864,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
jajajja los rojos se están revolcando,7253308394147464197,adrian_a2m,0,7628023130250461969,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
literal,6808257965310526469,marymilma,0,7628022660131570452,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Otra vez un Castillo y una que empezó con la crisis política en el Perú.,7028681936205775878,rodrigo_24_3,4,7628018568496005909,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
🥺🥺,7571177261651805240,charito.milian.mi2,0,7628035112991933191,7628016166480481556,7628017016616911624,7628017016616911624,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
No aprenden!!!!!! La misma tontería que Castillo!!!!,6633888063524290566,eigref_egch,134,7628025446592758529,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
y Keiko CSM tienes razón la gente no aprende csm,7296609834508977157,adimael.ascencio.o,77,7628025925724357396,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
ya fuimos la delincuente de la keiko nos va a vender,7150480405132198917,johnpachaguerrero,30,7628026220496913172,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Estrategia! Si el candidato del JP ni siquiera lideraba en las encuestas,6817140474194183174,terschy,8,7628026633882518293,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
todo raro nose vale,6917656618067313670,danacataleya11,0,7628028837540627207,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Es otro castillo Ptmr,6951835740775613445,crissale_16,6,7628031809444430610,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Un castillista de izquierda,7453794923483431941,lister4577,2,7628041484412404501,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
próximo presidente sanchez,7508569895052067858,julioyngaynga,1,7628060421765317397,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
deberías cuestiónar a los fujis y cerdos,6895898111165531138,frans_hawk,1,7628043346942788370,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Keiko? csmr la gente no entiende crjo,7143270444803277829,jhoncitovm,1,7628037823561024274,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
"ya Keiko que mierda es que ha hecho para Perú teniendo Miles de congresitas aaa,",6820187916150883334,florrocsana,1,7628037095550026516,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Y Keiko? La gente no aprende,7520862726866306104,kari03850,1,7628036701047210768,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
quien m es keiko,6923748271655994373,carlosbh02,1,7628026856286421767,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
es el q esta a favor de la mineria ilegal,6837871509726397446,lizziju,0,7628258744723817234,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
pero es Keiko,7077712936668496902,abdiasrojasclemen,0,7628219194157368085,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
amigo reacciona recapacita mil veces Sanchez qu3 que Keiko ya sabemos como es y todo lo que esta haciendo y lleba candidatos puro antecendent3s,6865071841750582278,deimercubasjara,0,7628210839095902993,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
un verdadero político,6960474123810784262,john_w.95,0,7628084853032370962,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
La sangre derramada jamás será olvidada por esos racist4s homofobicos d mrd4,6891429193760293894,fati132000,0,7628070997991686932,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
"no lo se, yo tambien me lo pregunto🤔🤔",7061400051838551045,abrahamzupotito2,0,7628067557072896786,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
eso ps gente para burra 😠,6992626580934427653,madine_8,0,7628065816160322325,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
La gente de provincia,6788691368442102789,rosarous25,0,7628062270048043784,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
sii no entienden ...ya nos pasó castillo y siguen !!,6868152068928291845,fla2699,0,7628061402859684628,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
"eso ps,la gente no entiende 😳",7521506634574087174,gliaana,0,7628057064665285384,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
,7615293739938153479,incaico529,0,7628056792634786567,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Es una vergüenza,7027637166847099909,milagroshilarychic,0,7628053430405284616,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
[Sticker] ,7252359907864757253,gnsssouth,0,7628048000241599240,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
la verdad gente de mrd que no aprende este solo nos quiere llevar a la miseria y te aseguro q el jefe de la onpe esta metido ya que ese es zurdo si esque la gente no lo sabía y q raro que cerraran mesas en lima de verdad mil veces q vaya otro y q no vaya ese personaje,6907479373437158405,elkiicg,0,7628043176318206728,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
así es la gente jamás entenderá... izquierda nunca más,7199033989704467461,user3489163253130,0,7628040793400460039,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Estos canales de la mafia,6862947776671958021,josephcguillen,0,7628039290827899655,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
otra vez Keiko nooooo q brutos,7098910236203992069,emipf336,0,7628036549461279496,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
para que veas. weboncito lima nos llega altamente polarización y guerra civil inminente,7483644463547532343,poder_popular1917,0,7628038009228903186,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
"es que no es que la gente no aprende, lo que pasa es que todo es fraude, están repitiendo la misma historia que hicieron con castillo 😡",6814577093613356038,kass29car,0,7628036348839002888,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
Peruanosss,7142828039980942342,juliansolo863,0,7628036119889232661,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
si no entienden xeso keyko una ves mas,7246176171393631234,edu_954,0,7628034885797905170,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
"No aprenden, quieren llevarnos al comunismo. Desean que todo el pueblo muera de hambre.",6812493278287299589,lucecita.77,0,7628035019696915218,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
si el pasa a segunda vuelta ya tenemos presidente,7007940735015633925,90mcy,0,7628034649688621844,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
castillo libertar antauro ministro.,6985396520741045253,carlosabado110,0,7628034556427469576,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
tiene un culo de investigaciones,7447956450457371654,benjamin.gallegos28,6,7628025706055729927,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
es fácil deducir ahí hay fraude siempre quieren que pase la china y un zurdo así tiene una probabilidad alta de ser presidente la china no Porky tienes que ganar esta vez,6800459157365277701,noteblack123,3,7628028482249655047,7628016166480481556,7628024438928671489,7628024438928671489,True,neutral,zeeschuimer-export-tiktok-comments-2026-06-21T014909_conteo_rapido.ndjson
